age,education,marital-status,relationship,sex,income
24,Bachelors,Never-married,Not-in-family,,
27,Bachelors,Never-married,Own-child,Male,
51,Assoc-voc,Divorced,,,<=50K
48,,Married-civ-spouse,Husband,Male,
39,,,Husband,,
28,Bachelors,Married-civ-spouse,Husband,Male,<=50K
19,Some-college,Never-married,,Female,<=50K
49,Bachelors,Divorced,Not-in-family,,<=50K
51,Assoc-acdm,Married-civ-spouse,,Male,<=50K
59,Masters,,,Male,<=50K
18,HS-grad,Never-married,Own-child,Female,<=50K
50,HS-grad,Married-civ-spouse,,,
45,HS-grad,Married-civ-spouse,,Male,>50K
30,Bachelors,,Husband,,>50K
37,,,Not-in-family,,<=50K
44,Bachelors,Never-married,,Male,>50K
33,Some-college,,Husband,Male,
61,Masters,Married-civ-spouse,Husband,Male,>50K
61,,Married-civ-spouse,Husband,,
,Bachelors,Married-civ-spouse,Husband,Male,
22,Some-college,Never-married,Own-child,,<=50K
36,HS-grad,Married-civ-spouse,Husband,Male,<=50K
44,,,Husband,Male,
,Some-college,Separated,Own-child,Male,
31,Some-college,Divorced,Unmarried,,<=50K
54,Doctorate,Married-civ-spouse,Husband,,
,Some-college,Never-married,Own-child,Male,<=50K
63,Bachelors,Widowed,Not-in-family,Female,>50K
48,Some-college,Married-civ-spouse,Husband,,>50K
33,HS-grad,Divorced,Not-in-family,,
31,Bachelors,,,Male,<=50K
38,Prof-school,,Husband,Male,>50K
45,,,Husband,,>50K
48,HS-grad,Married-civ-spouse,,,<=50K
53,Some-college,Married-civ-spouse,Husband,,
55,HS-grad,Widowed,Own-child,Female,<=50K
38,,Married-civ-spouse,Husband,,
,HS-grad,,,Female,<=50K
36,,Married-civ-spouse,Husband,,
42,,Married-civ-spouse,Husband,Male,<=50K
50,,Divorced,Unmarried,Female,<=50K
75,Prof-school,Married-civ-spouse,Husband,Male,<=50K
46,Bachelors,Married-civ-spouse,,,
52,HS-grad,Divorced,Unmarried,Female,
27,,,Not-in-family,Female,<=50K
43,HS-grad,Married-civ-spouse,Husband,,
31,11th,Separated,,Female,
23,Some-college,Never-married,,Female,<=50K
34,HS-grad,Never-married,Not-in-family,Female,<=50K
41,HS-grad,,Other-relative,Female,
31,HS-grad,,Own-child,Female,<=50K
42,Some-college,,,Female,
35,Masters,Never-married,Not-in-family,Male,>50K
,,,Not-in-family,Female,
36,HS-grad,Widowed,,Female,
65,HS-grad,Married-civ-spouse,,,>50K
38,Some-college,Never-married,,,
,Some-college,Widowed,,,<=50K
,Prof-school,Married-civ-spouse,,,
49,HS-grad,,Not-in-family,Male,
,HS-grad,Married-civ-spouse,,,
32,,Never-married,Own-child,Female,
51,Masters,Married-civ-spouse,Husband,Male,
48,Some-college,Married-civ-spouse,Husband,,<=50K
30,HS-grad,Married-civ-spouse,Husband,,
52,HS-grad,Divorced,Not-in-family,Female,<=50K
28,Some-college,,Not-in-family,,<=50K
29,HS-grad,,Husband,Male,<=50K
,Bachelors,Never-married,Not-in-family,Female,<=50K
57,HS-grad,Married-civ-spouse,Husband,Male,
43,Bachelors,Married-civ-spouse,,,>50K
37,Some-college,Separated,Not-in-family,Male,<=50K
30,,Married-civ-spouse,Husband,Male,<=50K
53,,Married-civ-spouse,Husband,Male,
69,Assoc-voc,Widowed,,,<=50K
73,HS-grad,,Not-in-family,,<=50K
22,,Never-married,Own-child,Male,
31,HS-grad,Never-married,Not-in-family,Female,
38,Bachelors,Married-civ-spouse,Husband,,
50,,Married-civ-spouse,Husband,Male,<=50K
37,,,Husband,Male,
44,,,Not-in-family,Male,
47,Bachelors,Never-married,Unmarried,Female,<=50K
27,Some-college,Married-civ-spouse,Husband,Male,
28,Assoc-acdm,Never-married,Not-in-family,,<=50K
25,,,Not-in-family,Female,<=50K
20,,Never-married,,Female,<=50K
51,Bachelors,Married-civ-spouse,Husband,,>50K
46,Bachelors,Married-civ-spouse,Husband,Male,>50K
67,Bachelors,Married-civ-spouse,,,
47,HS-grad,Married-civ-spouse,Husband,,<=50K
42,HS-grad,Married-civ-spouse,Husband,Male,
,HS-grad,Never-married,Not-in-family,Male,<=50K
42,Assoc-acdm,Divorced,Unmarried,,>50K
65,HS-grad,Married-civ-spouse,Husband,,>50K
21,,Never-married,Own-child,,<=50K
50,HS-grad,Married-civ-spouse,,,
46,Some-college,Married-civ-spouse,Husband,Male,
47,Bachelors,Married-civ-spouse,Husband,,>50K
57,,Married-civ-spouse,Husband,,<=50K
37,Bachelors,Never-married,Not-in-family,,<=50K
50,,Married-civ-spouse,,Male,<=50K
58,12th,Married-civ-spouse,Husband,Male,<=50K
63,1st-4th,Widowed,Unmarried,,<=50K
,HS-grad,Married-civ-spouse,Husband,,
46,Masters,Married-civ-spouse,,Male,<=50K
36,HS-grad,Married-civ-spouse,Husband,,<=50K
26,5th-6th,,,Male,<=50K
21,,Never-married,,Male,<=50K
41,Assoc-acdm,Married-civ-spouse,Husband,Male,
44,Some-college,Never-married,Own-child,,
,HS-grad,Married-civ-spouse,Husband,Male,<=50K
29,Some-college,Never-married,Not-in-family,Male,
29,HS-grad,Never-married,Unmarried,Female,
58,Some-college,,Wife,,>50K
36,Prof-school,Married-civ-spouse,Husband,,<=50K
30,Assoc-voc,,Husband,,<=50K
37,,,Husband,,
29,,Never-married,Not-in-family,,<=50K
26,,Never-married,Own-child,Female,<=50K
43,HS-grad,Married-civ-spouse,Husband,Male,<=50K
49,,Married-civ-spouse,,Female,
45,,Married-civ-spouse,,Male,<=50K
28,Bachelors,Never-married,Not-in-family,,<=50K
20,,,Not-in-family,Female,
51,HS-grad,Divorced,Unmarried,,<=50K
32,Some-college,Married-civ-spouse,,Male,
,,Never-married,Own-child,Female,<=50K
35,Doctorate,,,,
,Assoc-acdm,Never-married,Not-in-family,Male,
41,Bachelors,,Husband,,
48,,,Husband,Male,>50K
61,,Widowed,Unmarried,,<=50K
,,Never-married,Own-child,Male,
27,,Never-married,Not-in-family,Male,
55,Some-college,Married-civ-spouse,Husband,,>50K
39,HS-grad,Married-civ-spouse,Husband,Male,>50K
17,10th,Never-married,Own-child,,<=50K
47,,Married-civ-spouse,Husband,Male,<=50K
52,HS-grad,Widowed,Unmarried,Female,>50K
24,HS-grad,Never-married,,Female,<=50K
,11th,Never-married,Unmarried,,
25,HS-grad,,Other-relative,,<=50K
20,,Never-married,Not-in-family,Female,<=50K
23,HS-grad,Never-married,Not-in-family,,
,Prof-school,Married-civ-spouse,Husband,Male,
51,Assoc-voc,Married-civ-spouse,Husband,,
33,,Never-married,Not-in-family,Female,<=50K
39,,Never-married,Not-in-family,,<=50K
,,Married-civ-spouse,,,
,Bachelors,Divorced,,Female,
38,Some-college,Married-civ-spouse,Husband,Male,<=50K
28,,Never-married,Unmarried,,
57,Masters,Married-spouse-absent,Not-in-family,Female,
47,,Divorced,Not-in-family,,
59,HS-grad,Never-married,Own-child,Male,<=50K
26,HS-grad,Never-married,Not-in-family,Male,<=50K
,Bachelors,Never-married,Own-child,Female,<=50K
61,,Married-civ-spouse,Husband,Male,>50K
17,11th,,Own-child,,<=50K
36,Bachelors,,,,>50K
62,7th-8th,Married-civ-spouse,Husband,Male,
34,Some-college,,Not-in-family,,>50K
32,Bachelors,Married-civ-spouse,Husband,,>50K
42,HS-grad,Separated,,Female,<=50K
39,Some-college,Married-civ-spouse,Husband,Male,<=50K
58,5th-6th,,Not-in-family,,<=50K
61,HS-grad,,,Male,>50K
,10th,Never-married,Other-relative,Male,
31,Bachelors,Never-married,Not-in-family,Male,<=50K
,HS-grad,Never-married,Not-in-family,,
23,,Never-married,Own-child,Male,<=50K
33,HS-grad,Never-married,Not-in-family,,<=50K
52,HS-grad,,Husband,Male,>50K
22,HS-grad,Never-married,Not-in-family,Female,<=50K
51,,,,,
31,Assoc-voc,Never-married,Not-in-family,Female,
,,Divorced,Unmarried,,<=50K
49,HS-grad,,Wife,,
53,,Widowed,Not-in-family,,<=50K
,,Married-civ-spouse,Husband,,
20,,,Own-child,Male,<=50K
,,Never-married,Own-child,Male,<=50K
61,HS-grad,Married-civ-spouse,Husband,Male,<=50K
43,,Never-married,,Female,
46,,,,Male,<=50K
43,,Never-married,Not-in-family,Female,
41,HS-grad,Divorced,Unmarried,Female,<=50K
44,HS-grad,Married-civ-spouse,,,
54,HS-grad,,Husband,Male,
65,Masters,Married-civ-spouse,Husband,,
32,Bachelors,,,Female,
25,Some-college,Separated,Own-child,,<=50K
23,,Never-married,,,<=50K
25,,,Not-in-family,Male,
19,,Never-married,Own-child,,<=50K
37,HS-grad,Married-civ-spouse,Husband,Male,<=50K
45,Some-college,Never-married,Own-child,,<=50K
37,HS-grad,Never-married,,,
40,,Divorced,Other-relative,,>50K
19,,Never-married,Own-child,,
17,11th,,Own-child,,<=50K
27,Bachelors,Never-married,,,
40,7th-8th,Married-civ-spouse,,,>50K
59,,Divorced,,Female,<=50K
19,HS-grad,Never-married,Unmarried,Female,<=50K
43,10th,Never-married,Not-in-family,,
,10th,Never-married,Unmarried,Male,>50K
,HS-grad,Married-civ-spouse,Husband,Male,
54,Masters,,Husband,,<=50K
,,Married-civ-spouse,Husband,,
50,,Married-civ-spouse,,Male,
40,HS-grad,Never-married,Not-in-family,Female,
55,,Married-civ-spouse,Husband,Male,
50,,Divorced,Not-in-family,Female,<=50K
31,HS-grad,Married-civ-spouse,Husband,,<=50K
42,HS-grad,Divorced,Unmarried,Female,
24,,,Husband,Male,>50K
30,11th,Divorced,Own-child,Male,<=50K
39,,,,Female,>50K
37,,Divorced,Not-in-family,Male,<=50K
33,,Married-civ-spouse,Husband,Male,
48,,,Unmarried,,
43,,Married-civ-spouse,,Male,<=50K
39,,Married-civ-spouse,Husband,,
53,,Married-civ-spouse,Husband,Male,
52,,Married-civ-spouse,Husband,Male,<=50K
28,Some-college,Married-civ-spouse,Husband,,<=50K
32,HS-grad,Never-married,Not-in-family,,<=50K
31,,Married-civ-spouse,,,>50K
31,Bachelors,Married-civ-spouse,Wife,,
47,,Never-married,Not-in-family,,<=50K
,,Never-married,,,<=50K
40,Assoc-voc,Married-civ-spouse,,Male,
40,,,Own-child,Female,<=50K
41,,Divorced,Not-in-family,,
53,HS-grad,,,Male,<=50K
46,11th,Divorced,,Male,
45,Bachelors,Married-civ-spouse,Husband,Male,>50K
39,,Married-civ-spouse,Wife,,<=50K
19,HS-grad,Never-married,Not-in-family,,<=50K
57,HS-grad,Married-civ-spouse,Husband,,>50K
49,,Married-civ-spouse,Wife,Female,<=50K
59,HS-grad,,Not-in-family,Female,<=50K
32,Assoc-voc,,Not-in-family,Male,
18,Some-college,Never-married,Own-child,Female,
35,Some-college,,,Male,
,,,Wife,Female,
28,Bachelors,Never-married,Not-in-family,Male,
36,Assoc-acdm,Married-civ-spouse,Wife,,>50K
41,Masters,,Unmarried,,
,HS-grad,Married-civ-spouse,Husband,Male,
,HS-grad,Married-civ-spouse,Husband,Male,<=50K
61,HS-grad,Married-civ-spouse,Husband,Male,<=50K
36,,,Husband,,
38,Assoc-voc,Divorced,Not-in-family,,
56,HS-grad,Married-civ-spouse,Husband,Male,>50K
50,Assoc-voc,Married-civ-spouse,Husband,Male,
45,,,Husband,Male,<=50K
44,,,Husband,Male,<=50K
51,Some-college,Married-civ-spouse,,,>50K
44,Some-college,,,Male,
25,HS-grad,Divorced,Not-in-family,,<=50K
60,,,Unmarried,,
17,10th,Never-married,Own-child,,<=50K
,Masters,Married-civ-spouse,Husband,,>50K
46,HS-grad,,Husband,Male,
56,HS-grad,Widowed,Unmarried,Female,
25,HS-grad,Divorced,Not-in-family,Male,<=50K
22,,Never-married,,Male,<=50K
76,,Widowed,,,<=50K
41,Prof-school,Married-civ-spouse,Husband,Male,>50K
48,,Married-civ-spouse,Husband,Male,
46,,Never-married,Not-in-family,,<=50K
30,Some-college,Never-married,,Male,>50K
39,,,Husband,,>50K
,10th,Divorced,,,<=50K
70,HS-grad,Married-civ-spouse,,Male,<=50K
35,,Married-civ-spouse,Husband,,
49,Masters,,Not-in-family,Female,
24,Assoc-voc,Never-married,,,
40,Assoc-acdm,,Husband,Male,>50K
61,Prof-school,Married-civ-spouse,Husband,Male,
25,Bachelors,,Own-child,Male,<=50K
28,,Never-married,Not-in-family,Female,<=50K
69,Masters,Married-civ-spouse,Husband,Male,<=50K
22,Some-college,Never-married,,,<=50K
47,HS-grad,Married-civ-spouse,Husband,Male,<=50K
38,HS-grad,Divorced,Unmarried,Female,<=50K
26,Assoc-voc,Never-married,Own-child,,
17,11th,,,Female,
33,Some-college,Never-married,,,<=50K
43,,,Not-in-family,,<=50K
,Assoc-voc,Married-civ-spouse,Husband,Male,>50K
53,HS-grad,,Husband,Male,
26,HS-grad,Never-married,Not-in-family,,
43,Bachelors,Married-civ-spouse,Husband,Male,>50K
31,10th,Married-civ-spouse,Husband,Male,
30,,Never-married,Unmarried,,
25,HS-grad,Never-married,Own-child,Female,<=50K
57,HS-grad,Divorced,Unmarried,Female,<=50K
,Masters,Divorced,Unmarried,Male,
32,,Married-civ-spouse,,,<=50K
26,HS-grad,Divorced,Not-in-family,Female,<=50K
45,HS-grad,Married-civ-spouse,Husband,Male,
53,,Married-civ-spouse,Husband,Male,>50K
27,HS-grad,Never-married,Other-relative,Male,<=50K
28,11th,Married-civ-spouse,Husband,Male,
32,,Divorced,Not-in-family,,>50K
,,Divorced,Not-in-family,Female,<=50K
36,Some-college,Married-civ-spouse,Husband,Male,
19,Some-college,Never-married,Not-in-family,Male,
37,,Married-civ-spouse,Husband,,>50K
49,Some-college,Divorced,Not-in-family,Male,<=50K
20,,Never-married,Not-in-family,Male,
64,Bachelors,Married-civ-spouse,,,>50K
60,Masters,Married-civ-spouse,Husband,Male,<=50K
32,Assoc-acdm,Married-civ-spouse,Husband,,<=50K
58,HS-grad,,,,
42,,Married-civ-spouse,Husband,Male,
20,Some-college,Never-married,Not-in-family,Female,<=50K
42,Some-college,Married-civ-spouse,Husband,Male,
25,Some-college,Married-spouse-absent,Unmarried,Male,
30,Assoc-voc,,Husband,Male,>50K
37,,Married-civ-spouse,,,
66,Assoc-voc,Married-civ-spouse,Husband,Male,<=50K
,Bachelors,,,,>50K
44,Bachelors,Divorced,Not-in-family,Male,<=50K
46,,,Husband,,>50K
59,,,Wife,Female,<=50K
,Bachelors,Never-married,Own-child,,<=50K
17,,,Own-child,,
47,Bachelors,,Husband,Male,<=50K
47,9th,Divorced,Not-in-family,,<=50K
30,,Divorced,Unmarried,,<=50K
20,,,Own-child,,<=50K
26,Bachelors,Never-married,Not-in-family,Male,
20,Some-college,Never-married,Not-in-family,,<=50K
33,HS-grad,Divorced,Unmarried,Male,<=50K
48,HS-grad,Married-civ-spouse,Husband,Male,
52,,Married-civ-spouse,Husband,,>50K
37,,,Unmarried,Female,
47,HS-grad,Married-civ-spouse,,,<=50K
40,10th,Married-civ-spouse,Husband,Male,
48,Masters,Divorced,Unmarried,,>50K
49,10th,Married-civ-spouse,Husband,Male,
50,,,Not-in-family,,<=50K
,Assoc-acdm,Never-married,Not-in-family,,
34,,,Husband,,<=50K
43,,Married-civ-spouse,Husband,Male,<=50K
22,,Married-civ-spouse,,Female,
35,HS-grad,Separated,,Male,<=50K
,HS-grad,Divorced,,Female,
62,Prof-school,Married-civ-spouse,Husband,,
39,HS-grad,Separated,Not-in-family,,<=50K
59,Some-college,Married-civ-spouse,Husband,,
69,5th-6th,Divorced,Not-in-family,Male,
27,Bachelors,Married-civ-spouse,,Male,
17,10th,Never-married,Own-child,,
38,Bachelors,Married-civ-spouse,Husband,,<=50K
41,Some-college,Married-civ-spouse,Husband,Male,>50K
27,10th,Never-married,,,<=50K
23,HS-grad,,Own-child,Female,
17,10th,Never-married,Own-child,,
56,7th-8th,Divorced,Not-in-family,Female,
24,,Never-married,,Female,
62,,Married-civ-spouse,,,
44,12th,Divorced,,Male,
,Bachelors,Never-married,,,
41,HS-grad,Never-married,Not-in-family,Male,<=50K
25,HS-grad,Never-married,,Male,<=50K
21,Some-college,Never-married,Other-relative,Female,
18,,Never-married,Own-child,Male,<=50K
45,Some-college,Married-civ-spouse,Husband,,<=50K
75,Bachelors,Widowed,Not-in-family,,>50K
51,7th-8th,Married-civ-spouse,Husband,,
42,HS-grad,Separated,,,
47,Some-college,Never-married,Not-in-family,Female,<=50K
29,Some-college,Married-civ-spouse,Husband,,<=50K
33,11th,,Not-in-family,,<=50K
,Bachelors,Married-civ-spouse,Husband,,
,Some-college,Never-married,Own-child,,<=50K
19,Bachelors,Never-married,Own-child,,<=50K
44,,Married-civ-spouse,Husband,Male,>50K
24,,Never-married,Own-child,Male,
19,,Never-married,Own-child,Male,<=50K
49,,Separated,Own-child,Male,
52,Assoc-voc,Married-civ-spouse,Husband,Male,<=50K
38,HS-grad,,Not-in-family,,
24,Some-college,Never-married,Not-in-family,Male,<=50K
32,Bachelors,Never-married,,,<=50K
72,,Widowed,,Female,
26,,,,Male,
31,Bachelors,Never-married,Own-child,Male,<=50K
29,Bachelors,,Husband,,<=50K
39,HS-grad,Divorced,Not-in-family,,>50K
48,HS-grad,Married-civ-spouse,,,
40,Some-college,Married-civ-spouse,Husband,Male,
51,Some-college,Divorced,Unmarried,,<=50K
,,Divorced,,Male,
22,HS-grad,Never-married,Own-child,Female,<=50K
23,Bachelors,Never-married,Not-in-family,Female,
65,Some-college,Married-civ-spouse,Husband,Male,<=50K
26,,Married-civ-spouse,,,
20,,Never-married,,,<=50K
,Masters,Married-civ-spouse,Husband,Male,>50K
38,,Married-civ-spouse,,Male,<=50K
33,HS-grad,,,Male,>50K
,HS-grad,,Wife,Female,<=50K
37,Bachelors,Never-married,,Female,<=50K
19,11th,Never-married,Own-child,Male,<=50K
24,Bachelors,Never-married,Not-in-family,Male,
30,11th,Married-civ-spouse,,Male,<=50K
57,,Divorced,,,<=50K
22,Some-college,Never-married,Own-child,,
57,HS-grad,Married-civ-spouse,Husband,,>50K
46,HS-grad,,Husband,,<=50K
67,HS-grad,Married-civ-spouse,Husband,Male,<=50K
35,,Never-married,Unmarried,,<=50K
47,,Separated,Own-child,,<=50K
39,10th,Married-civ-spouse,Husband,,
50,Some-college,Divorced,Unmarried,,<=50K
,12th,Divorced,,Female,
36,Assoc-acdm,Married-civ-spouse,Wife,Female,>50K
45,,,Husband,Male,
,HS-grad,Married-civ-spouse,Husband,,>50K
,Bachelors,Never-married,Own-child,Male,<=50K
,,Married-civ-spouse,Husband,Male,>50K
46,,,Husband,Male,>50K
26,,Married-civ-spouse,Wife,Female,<=50K
32,11th,Never-married,Other-relative,Male,
38,,Married-civ-spouse,Husband,,
48,Some-college,Married-civ-spouse,,,>50K
44,,Married-civ-spouse,,,
37,,Never-married,Own-child,Female,<=50K
44,Some-college,,Husband,,<=50K
31,HS-grad,Never-married,Not-in-family,Female,<=50K
,Prof-school,Married-civ-spouse,Husband,Male,
51,HS-grad,Married-civ-spouse,Husband,Male,<=50K
52,,Married-civ-spouse,Wife,,>50K
45,HS-grad,,,,<=50K
36,Assoc-acdm,Married-civ-spouse,Wife,Female,<=50K
39,11th,,,Male,<=50K
67,,Divorced,,Female,<=50K
40,Assoc-acdm,,Husband,Male,>50K
27,5th-6th,Never-married,Not-in-family,Male,<=50K
37,,Married-civ-spouse,Husband,Male,<=50K
57,,Married-civ-spouse,,Male,>50K
27,,Divorced,Not-in-family,,
28,HS-grad,Never-married,Not-in-family,,<=50K
34,Bachelors,,Husband,Male,
54,HS-grad,Married-civ-spouse,,Male,>50K
52,HS-grad,,Other-relative,,<=50K
42,Bachelors,Married-civ-spouse,Husband,Male,
48,Masters,Married-civ-spouse,Husband,Male,>50K
65,Masters,Married-civ-spouse,Husband,Male,
55,Prof-school,Married-civ-spouse,Wife,Female,
71,HS-grad,Married-civ-spouse,Wife,Female,
33,Some-college,Married-civ-spouse,Husband,Male,
30,HS-grad,Married-civ-spouse,,Male,
35,Bachelors,Married-civ-spouse,,,
59,,Divorced,,Female,
19,Some-college,Never-married,Own-child,Male,<=50K
36,9th,,Husband,Male,<=50K
26,HS-grad,,Own-child,Male,<=50K
34,HS-grad,Married-civ-spouse,Husband,,
41,HS-grad,Married-civ-spouse,Husband,Male,>50K
44,Bachelors,Married-civ-spouse,,Male,>50K
26,,Separated,Unmarried,Female,
47,HS-grad,Married-civ-spouse,Husband,,
18,,Never-married,Own-child,Male,<=50K
55,10th,,,Male,
49,HS-grad,Married-civ-spouse,Husband,,
44,Bachelors,,,,>50K
43,Bachelors,,,Male,
62,,Married-civ-spouse,Husband,Male,<=50K
44,,,Husband,Male,<=50K
39,HS-grad,Divorced,Unmarried,,<=50K
50,Some-college,Married-civ-spouse,,,
35,,Never-married,Not-in-family,Male,<=50K
52,HS-grad,Married-civ-spouse,Husband,Male,
46,Prof-school,,Husband,Male,
44,Assoc-acdm,Married-civ-spouse,Husband,Male,>50K
43,Some-college,Never-married,,Male,
51,7th-8th,Married-civ-spouse,Husband,,
20,Some-college,Never-married,Own-child,,<=50K
47,Assoc-acdm,Married-civ-spouse,Wife,,
43,Masters,Divorced,,Male,
64,HS-grad,Married-civ-spouse,Husband,Male,
24,Some-college,,Not-in-family,,<=50K
27,Some-college,Married-civ-spouse,Husband,,<=50K
32,HS-grad,Married-civ-spouse,Husband,Male,
37,HS-grad,,Unmarried,Female,
26,HS-grad,Married-civ-spouse,Husband,Male,<=50K
43,,Married-civ-spouse,Husband,Male,>50K
50,HS-grad,Married-civ-spouse,Wife,,<=50K
20,HS-grad,,Own-child,,
37,HS-grad,,Husband,,>50K
43,HS-grad,Never-married,Not-in-family,Female,<=50K
37,HS-grad,,Husband,Male,
53,9th,Divorced,Not-in-family,Female,<=50K
44,Doctorate,Married-civ-spouse,Husband,,>50K
25,,Never-married,Not-in-family,,
17,,Never-married,,,
19,HS-grad,,Own-child,,
53,,Married-civ-spouse,Wife,,>50K
44,Some-college,Married-civ-spouse,Husband,Male,
,,Married-civ-spouse,Husband,,
49,HS-grad,Married-civ-spouse,Wife,,<=50K
35,Some-college,Married-civ-spouse,Husband,Male,
44,,,Not-in-family,,
54,Masters,,Husband,Male,
37,Some-college,Divorced,,,
18,Some-college,Never-married,,Female,
24,,Married-civ-spouse,Husband,,
29,HS-grad,Divorced,Not-in-family,,<=50K
22,Some-college,,Not-in-family,,<=50K
35,HS-grad,Never-married,,,<=50K
,HS-grad,,Husband,,
32,,Widowed,Not-in-family,Female,<=50K
24,Bachelors,Never-married,Not-in-family,,<=50K
43,Masters,,Husband,Male,
73,HS-grad,Widowed,,,<=50K
47,Some-college,Married-civ-spouse,Husband,Male,<=50K
49,,,Husband,,
38,Bachelors,,Husband,Male,>50K
31,HS-grad,,Husband,Male,
39,,,,Female,
42,,Divorced,Not-in-family,Female,<=50K
41,Masters,Married-civ-spouse,Husband,Male,
35,,Married-civ-spouse,,Male,
38,HS-grad,Married-civ-spouse,Husband,,<=50K
31,HS-grad,,Not-in-family,Female,<=50K
,HS-grad,Married-civ-spouse,,,
38,Bachelors,Divorced,Not-in-family,Male,
40,Some-college,Married-civ-spouse,,,>50K
21,,Never-married,Not-in-family,,<=50K
44,Some-college,Divorced,Not-in-family,,
55,HS-grad,Married-civ-spouse,Husband,Male,>50K
29,HS-grad,,,,<=50K
49,Masters,Married-civ-spouse,Wife,Female,
,,Married-civ-spouse,Husband,,
24,Masters,Never-married,Own-child,,<=50K
46,Some-college,Never-married,,,<=50K
26,HS-grad,,,Male,<=50K
35,Bachelors,,Not-in-family,Male,<=50K
27,,Never-married,Not-in-family,,
64,,Married-civ-spouse,Husband,Male,>50K
26,,,Other-relative,,<=50K
21,HS-grad,Never-married,Not-in-family,,
45,Bachelors,Divorced,Not-in-family,,>50K
57,,Married-civ-spouse,Husband,Male,<=50K
30,,Married-civ-spouse,Husband,Male,
45,,Married-civ-spouse,Wife,Female,
50,7th-8th,,,,<=50K
38,Bachelors,Never-married,Own-child,Female,<=50K
43,Some-college,Married-civ-spouse,,,
42,Some-college,Widowed,Not-in-family,Female,
32,Bachelors,Never-married,Own-child,,<=50K
,,Never-married,Not-in-family,Female,
27,HS-grad,Never-married,Not-in-family,,
45,,Widowed,Unmarried,,
40,HS-grad,Never-married,Not-in-family,Female,
38,HS-grad,Divorced,Not-in-family,Male,<=50K
37,,,Unmarried,Female,<=50K
,10th,Divorced,Not-in-family,,<=50K
53,HS-grad,,Husband,,
25,,Married-civ-spouse,Own-child,,<=50K
47,Bachelors,,Not-in-family,,<=50K
40,HS-grad,Never-married,Not-in-family,,<=50K
51,HS-grad,Married-civ-spouse,Husband,Male,
19,,Never-married,Own-child,Female,<=50K
42,Some-college,Married-civ-spouse,Wife,Female,>50K
65,HS-grad,,Husband,,
41,,Divorced,Unmarried,Female,<=50K
28,10th,Never-married,Own-child,,<=50K
46,Masters,Divorced,Not-in-family,Female,
49,,Married-civ-spouse,Wife,,>50K
24,,Never-married,,Male,<=50K
32,,Married-civ-spouse,,Male,
71,HS-grad,Married-civ-spouse,,,<=50K
26,Some-college,Married-civ-spouse,,Male,
29,,Married-spouse-absent,Not-in-family,Male,
50,Some-college,,Husband,Male,
51,Assoc-voc,Married-civ-spouse,,Male,>50K
17,10th,,Own-child,Female,<=50K
49,HS-grad,Married-civ-spouse,Wife,Female,
31,10th,Married-civ-spouse,Husband,Male,<=50K
,11th,Married-civ-spouse,,Male,<=50K
59,HS-grad,Widowed,,Male,
17,,,Own-child,,<=50K
43,Some-college,Married-civ-spouse,Husband,Male,>50K
38,Bachelors,Married-civ-spouse,Husband,Male,>50K
37,HS-grad,Married-civ-spouse,Husband,,<=50K
29,10th,,Own-child,,<=50K
39,Bachelors,Married-civ-spouse,Husband,Male,
31,,,Not-in-family,,
42,Bachelors,Married-spouse-absent,Not-in-family,Female,>50K
35,Masters,Married-civ-spouse,Wife,Female,
39,Masters,Married-civ-spouse,Husband,,
40,Assoc-acdm,Divorced,Unmarried,,<=50K
66,5th-6th,Married-spouse-absent,,Female,
,9th,Married-civ-spouse,,Male,<=50K
43,Assoc-acdm,Divorced,Not-in-family,,<=50K
47,,,Unmarried,Female,<=50K
45,Masters,Never-married,Not-in-family,,<=50K
31,Some-college,,Husband,,<=50K
33,HS-grad,Married-civ-spouse,Husband,,>50K
32,Bachelors,Never-married,Not-in-family,Male,<=50K
28,Assoc-acdm,Married-civ-spouse,Husband,,<=50K
50,HS-grad,Married-civ-spouse,Husband,Male,>50K
63,7th-8th,Divorced,Not-in-family,Female,<=50K
28,Bachelors,Married-civ-spouse,Husband,,<=50K
38,,Widowed,Unmarried,Female,<=50K
52,HS-grad,Divorced,Not-in-family,Female,<=50K
38,Prof-school,Married-civ-spouse,Husband,Male,>50K
41,HS-grad,Never-married,Not-in-family,Male,<=50K
50,Masters,Never-married,Not-in-family,Male,
59,11th,Married-civ-spouse,Husband,Male,<=50K
32,,Married-civ-spouse,,Male,
73,7th-8th,Married-civ-spouse,Husband,,<=50K
52,HS-grad,Divorced,Unmarried,Male,
57,HS-grad,,,Male,
35,Assoc-voc,,,Male,>50K
51,Bachelors,Married-civ-spouse,Husband,Male,>50K
,11th,Widowed,Own-child,,
49,HS-grad,,Husband,Male,
22,HS-grad,Never-married,Own-child,,<=50K
46,,Married-civ-spouse,,Male,<=50K
,HS-grad,Divorced,,,<=50K
52,,Married-civ-spouse,Husband,Male,<=50K
43,Bachelors,Married-civ-spouse,Husband,Male,>50K
,7th-8th,,,,<=50K
31,7th-8th,,Not-in-family,Male,
,Some-college,Never-married,Own-child,Male,
19,Some-college,Never-married,Own-child,Male,
51,HS-grad,Married-civ-spouse,,Male,>50K
,,Divorced,,Male,>50K
22,HS-grad,Never-married,Unmarried,,
37,,,Unmarried,Female,
19,Some-college,Never-married,Own-child,,
45,HS-grad,,Unmarried,,<=50K
21,,Never-married,Own-child,,
